-0.060916,0.19178,0.019398,0.14606,0.15463,-0.18137
-0.088994,0.042518,0.1205,0.031464,-0.013118,-0.079659
0.21066,0.2376,-0.22941,0.025496,-0.192,0.20093
0.029286,-0.20426,-0.16134,-0.19947,0.037515,0.093409
-0.17591,0.18284,-0.23749,0.028477,-0.1464,-0.1587
-0.10991,0.066962,-0.046114,-0.026662,0.071371,-0.2336
0.17433,0.16997,-0.12628,0.25047,-0.14086,0.10851
-0.18934,0.05513,0.094466,0.17849,0.028661,0.16721
-0.22209,-0.18643,-0.016701,-0.15881,0.16483,-0.042718
-0.073042,-0.22586,-0.032944,-0.033529,-0.16771,0.2357
-0.034889,0.055326,-0.20111,0.096046,-0.14296,-0.067491
-0.085437,0.0094549,0.14305,0.20225,0.15214,0.19053
0.20152,-0.013942,0.094322,0.035415,0.16014,0.069742
-0.011092,-0.22299,-0.20149,-0.0070124,-0.20114,0.17166
-0.22331,-0.085369,-0.24862,0.234,-0.20541,0.091754
-0.11288,-0.10411,0.019969,-0.20181,0.16402,-0.19344
-0.12372,0.10258,-0.23241,0.013715,-0.24296,0.098357
0.18786,-0.23011,0.15135,-0.18532,0.22553,0.0012153
-0.18672,0.077611,0.11408,0.18224,-0.068777,0.054319
0.18662,-0.040366,-0.14247,-0.011355,-0.17384,-0.13363
0.037646,-0.03926,0.010387,0.23324,0.068296,-0.069195
-0.11566,-0.12578,-0.2384,0.02244,-0.07698,-0.21953
0.066178,0.12071,-0.20867,0.24378,-0.2331,0.24041
-0.022718,-0.21466,-0.18691,-0.048043,0.18829,0.027527
-0.19114,0.23146,-0.19787,0.21032,-0.020963,0.2071
-0.054808,0.24805,0.010097,0.051545,-0.070585,0.0013966
-0.22707,-0.17703,-0.22848,-0.22489,-0.081684,0.10816
-0.10057,0.17288,0.21096,-0.12943,-0.12542,0.1309
-0.21858,-0.1504,-0.12541,-0.084546,0.069049,-0.13085
0.14842,-0.01611,-0.11354,-0.13009,-0.0035321,-0.002086
-0.0038352,0.022927,0.24223,-0.16102,-0.059218,0.10392
-0.06329,-0.21074,0.066451,0.16509,-0.075575,0.059059
0.18713,0.025766,0.010566,0.014344,0.24456,0.18615
0.18226,0.15272,0.12965,-0.069983,-0.03363,-0.05433
0.047694,-0.22853,-0.2247,-0.064131,-0.20359,0.1136
0.14471,0.10257,0.14348,-0.0040545,-0.091159,0.14368
0.15791,0.14738,0.068899,-0.24494,-0.056291,0.021439
0.15225,0.030889,0.22228,-0.0039687,0.14757,-0.20074
0.15463,0.055544,0.19799,0.19075,0.10201,0.21807
0.080803,-0.14589,-0.15509,-0.24393,-0.064082,0.21189
0.051295,-0.15464,0.13509,-0.089996,0.10396,0.16993
-0.22788,0.20798,0.12257,-0.20251,0.059876,-0.20013
0.096559,0.063614,0.069502,-0.0088435,0.12302,0.1528
-0.22579,-0.16581,0.17192,-0.12584,-0.10515,-0.21931
0.036338,-0.22433,-0.10854,-0.041497,0.066139,-0.17063
0.20235,0.034132,-0.12987,0.21569,0.011079,-0.083911
-0.039229,-0.15232,-0.12703,-0.074874,0.01692,-0.015207
0.13099,0.10176,0.22313,-0.119,-0.091822,-0.082191
-0.18813,0.1219,0.0059746,0.22345,0.096134,-0.17634
0.1315,0.25155,-0.063494,-0.17073,0.05212,-0.17775
-0.1014,-0.069657,0.1233,-0.086062,0.078904,0.059466
0.019406,0.1136,-0.20062,-0.0099703,-0.009437,0.13278
-0.037809,-0.19036,-0.18442,-0.13627,0.1028,-0.23211
0.057796,0.011489,0.12671,0.11876,0.11888,0.11677
-0.23235,0.15017,-0.088473,-0.11283,-0.067268,-0.19705
0.23879,-0.023913,0.0051227,-0.021583,-0.090512,-0.20525
-0.16264,0.097906,-0.25197,-0.033832,0.059033,0.20635
-0.035334,-0.092125,-0.10008,0.23748,-0.021002,0.12656
-0.1036,0.078586,0.18831,0.14747,-0.12452,-0.042892
-0.10425,0.047044,0.14924,0.054022,0.24299,-0.10725
-0.039325,-0.18866,-0.058032,-0.22081,-0.056825,-0.12798
-0.094453,0.12574,0.025944,0.15516,-0.037559,0.069535
0.13753,-0.16351,-0.11188,0.096178,-0.17681,-0.14967
0.19798,-0.10881,0.1545,0.024795,-0.15485,-0.1374
-0.2252,-0.22772,0.056045,-0.14878,0.20303,-0.039843
0.09557,-0.17607,-0.084855,-0.00087773,-0.19957,-0.041327
-0.13194,-0.21067,0.20206,-0.17154,-0.033419,0.17616
-0.001411,0.022746,0.051489,0.15418,0.14737,-0.024964
0.044158,-0.13293,-0.15757,0.10491,0.052464,0.11474
-0.043893,-0.072366,0.11628,-0.14974,-0.19789,0.23359
0.091803,0.056289,0.042657,0.10084,0.06214,0.0078811
0.22976,0.22392,0.19921,-0.23936,0.19519,0.1264
0.14398,0.24586,0.030737,-0.079234,-0.08628,-0.2425
0.0041476,-0.083734,0.19361,0.0974,-0.20365,-0.19101
-0.053799,0.024245,-0.18441,0.12527,0.24135,-0.22408
-0.0039635,0.039042,-0.20254,0.0016383,0.007465,0.24166
0.057716,-0.1894,0.1624,-0.018954,-0.20877,0.24435
0.019121,-0.017276,-0.10449,-0.040655,-0.1981,0.16388
-0.0045068,0.22007,-0.2387,0.20693,0.17426,0.11278
0.14932,-0.0708,-0.16202,-0.014969,-0.036782,0.044134
0.093381,-0.044485,0.082192,-0.24286,-0.14136,-0.22093
-0.15666,0.15156,0.17438,0.24317,0.044402,-0.1191
-0.11268,0.23518,-0.053354,0.06646,-0.15818,-0.060363
0.0049787,0.079889,0.0077826,0.1682,-0.17754,-0.083609
-0.16598,0.099886,-0.1234,0.15456,-0.13469,0.018408
0.035757,-0.12169,-0.2515,-0.15461,0.24607,-0.10377
-0.036318,-0.011855,0.11945,0.16716,-0.069254,0.19896
0.13383,0.13587,0.023784,-0.15649,0.044135,0.090692
-0.1575,-0.1107,-0.15423,0.12801,0.12613,-0.22637
0.094879,0.11602,0.13404,-0.086367,0.16237,-0.012186
0.047242,0.22714,0.02793,0.20329,0.059155,0.0060724
0.23521,0.022931,-0.057122,-0.035094,-0.068882,0.18175
-0.18636,-0.079457,-0.091646,-0.19166,-0.063851,-0.087352
0.13546,-0.093975,-0.19266,-0.13828,0.17483,-0.0080125
0.048252,0.0029308,0.14788,0.13125,0.040773,0.002191
-0.056633,-0.1283,0.20953,-0.14258,-0.10055,0.10567
0.20494,0.095604,0.093328,0.040439,-0.19911,0.23983
-0.23417,-0.22473,-0.016233,-0.16589,0.21362,-0.056662
0.16596,-0.22402,-0.12307,-0.20249,0.045362,-0.031413
0.062045,0.12492,-0.21944,-0.096766,0.050758,-0.066606
-0.12917,0.11703,0.043188,-0.094841,-0.22121,-0.058507
-0.2475,-0.2044,-0.079664,0.2021,-0.019774,0.10562
-0.21417,0.2428,-0.023738,0.10062,0.066821,-0.038109
0.1876,0.24615,0.12386,-0.2089,0.10218,0.21255
0.022218,-0.072173,-0.10474,-0.077612,0.21023,-0.1746
-0.18754,-0.19831,0.17624,-0.047353,-0.081063,0.051253
0.24633,0.14058,-0.22752,-0.083199,-0.14458,-0.2492
0.029619,-0.077352,0.14803,-0.24396,0.19073,0.085051
-0.19584,0.056892,-0.13367,-0.0021597,0.030186,0.23486
0.015492,-0.21518,0.1297,-0.035998,0.25504,-0.10708
-0.068538,-0.12952,0.0045798,-0.18206,0.18283,0.053938
