-0.21775,0.23863,0.13905,0.17869,-0.024527,0.12999
-0.038341,0.060272,-0.12865,-0.087284,0.20006,0.2345
0.20237,0.19487,-0.16777,-0.12723,-0.24919,-0.031948
-0.015711,0.20516,0.19462,0.23623,0.075059,0.17441
-0.16137,0.21987,0.19611,-0.2164,-0.12406,0.040456
0.023899,-0.15064,-0.18666,0.021799,-0.0038339,0.18418
0.14596,0.075644,0.22136,-0.13501,0.17348,-0.023686
0.031214,0.033607,0.15504,0.20564,-0.026378,-0.1103
0.11084,0.074507,-0.15249,0.041803,0.0975,0.19307
0.023758,0.023427,0.2165,0.20839,-0.16108,0.21268
0.044602,-0.10617,0.13797,-0.228,0.064681,0.082578
-0.15015,0.066563,0.23318,-0.063201,0.042591,0.12717
-0.24875,-0.028133,0.16279,0.080233,0.022383,-0.1325
0.07061,0.1451,-0.053533,-0.015298,-0.23375,-0.12265
-0.021014,0.027325,-0.06969,-0.15022,0.22124,-0.23127
-0.030022,-0.072603,-0.10518,0.20102,0.00069942,-0.17289
-0.032585,-0.058712,0.20752,0.1018,0.18889,0.16339
0.045818,-0.1604,0.013808,0.22044,-0.136,0.212
0.16427,0.080842,0.1637,-0.16783,0.15165,0.16484
0.23366,-0.057823,0.027121,-0.081416,-0.0193,-0.10436
-0.1038,0.049194,0.13735,0.015123,-0.14964,0.059723
0.079064,-0.19515,-0.066686,-0.091217,-0.1211,-0.077198
-0.22996,-0.01718,0.093487,0.19581,0.20792,-0.045215
-0.044757,0.16412,-0.0053393,0.11785,-0.025196,0.027852
0.081412,0.2408,-0.12585,0.16787,0.070841,-0.13821
-0.017953,0.12673,0.038707,0.035373,-0.049946,-0.12384
-0.073798,-0.1131,-0.15543,-0.069022,-0.063643,0.12122
0.025994,-0.089019,-0.1374,-0.19199,0.04095,0.043065
-0.081998,0.090052,-0.046095,-0.20792,-0.14325,-0.068997
0.11808,0.09273,0.083451,-0.080851,-0.11632,0.059239
-0.070469,0.05663,0.19408,0.14164,-0.038141,0.20392
-0.030058,0.025321,-0.070255,0.1842,0.14748,-0.011677
0.13268,-0.14516,-0.062218,-0.17843,0.14514,-0.031367
